0 ~Minifig Eagle Wing  1/4
0 Name: s\93250s01.dat
0 Author: Stan Isachenko [angmarec]
0 !LDRAW_ORG Subpart UPDATE 2015-01
0 !LICENSE Redistributable under CCAL version 2.0 : see CAreadme.txt

0 BFC CERTIFY CCW

0 !HISTORY 2013-03-10 [Wesley] minor improvements, inlined subpart
0 !HISTORY 2013-09-11 [MMR1988] Fixed edges
0 !HISTORY 2015-10-11 [PTadmin] Official Update 2015-01

4 16 13.289 -3.54 2.873 40.417 -5.016 2.873 39.809 7.489 2.88 13.231 9.676 2.896
4 16 48.704 4.988 2.878 39.809 7.489 2.88 40.417 -5.016 2.873 54.464 1.728 2.869
4 16 58.385 -2.466 2.86 54.464 1.728 2.869 40.417 -5.016 2.873 59.745 -7.296 2.873
4 16 10 -3.708 2.873 13.289 -3.54 2.873 13.231 9.676 2.896 0 10.104 2.873
0 // upper feathers
4 16 11.6448 -3.708 0 10 -3.708 2.873 0 -3.708 2.873 0 -3.708 0
3 16 13.289 -3.54 0 13.289 -3.54 2.873 11.6448 -3.708 0
3 16 13.289 -3.54 2.873 10 -3.708 2.873 11.6448 -3.708 0
4 16 47.295 13.705 2.537 50.223 16.615 2.476 45.263 16.56 2.258 37.638 7.668 2.504
4 16 37.638 7.668 2.504 45.263 16.56 2.258 38.375 15.435 2.027 30.232 8.277 2.133
3 16 93.163 -10.023 2.019 92.716 -8.89 1.904 91.722 -9.683 2.626
3 16 39.088 16.28 1.667 40.436 18.209 1.606 40.421 18.212 2.048
3 16 39.088 16.28 1.667 40.421 18.212 2.048 38.375 15.435 2.027
3 16 38.375 15.435 2.027 40.421 18.212 2.048 38.013 16.833 2.537
4 16 38.013 16.833 2.537 36.772 18.463 2.367 29.227 16.871 1.966 29.46 8.34 2.375
3 16 36.772 18.463 2.367 30.1 17.937 1.584 29.227 16.871 1.966
3 16 39.088 16.28 1.667 38.375 15.435 2.027 45.263 16.56 2.258
3 16 40.436 18.209 1.606 40.309 18.977 2.099 40.421 18.212 2.048
3 16 40.421 18.212 2.048 40.309 18.977 2.099 38.013 16.833 2.537
3 16 26.855 -4.278 0 13.289 -3.54 2.873 13.289 -3.54 0
3 16 62.351 14.373 1.851 62.314 13.14 2.535 63.6 13.83 1.994
4 16 46.757 5.536 2.367 56.985 10.028 2.508 54.926 14.022 2.149 49.203 13.796 1.923
3 16 63.6 13.83 1.994 63.682 12.759 2.074 63.697 12.761 1.726
3 16 6.193 9.903 2.646 6.193 9.903 1.969 10.13 17.27 1.976
3 16 51.53 16.461 1.963 50.223 16.615 2.476 49.203 13.796 1.923
4 16 91.2466 -10.736 0 92.288 -10.887 2.216 90.233 -10.589 2.158 90.233 -10.589 0
3 16 63.595 13.853 1.648 63.6 13.83 1.994 63.697 12.761 1.726
3 16 62.368 14.376 1.556 57.472 15.099 1.282 62.351 14.373 1.851
3 16 92.288 -10.887 0 92.288 -10.887 2.216 91.2466 -10.736 0
3 16 63.595 13.853 1.648 62.368 14.376 1.556 62.351 14.373 1.851
3 16 62.351 14.373 1.851 63.6 13.83 1.994 63.595 13.853 1.648
3 16 62.351 14.373 1.851 57.472 15.099 1.282 55.758 15.156 1.523
3 16 50.223 16.615 2.476 47.295 13.705 2.537 49.203 13.796 1.923
4 16 59.745 -7.296 0 59.745 -7.296 2.873 40.417 -5.016 2.873 50.0827 -6.1562 0
3 16 93.182 -10.063 1.407 92.716 -8.89 1.904 93.163 -10.023 2.019
3 16 50.0827 -6.1562 0 40.417 -5.016 2.873 40.417 -5.016 0
3 16 92.288 -10.887 2.216 91.722 -9.683 2.626 90.233 -10.589 2.158
3 16 19.62 17.166 2.005 23.302 19.97 1.54 20.532 18.906 1.266
3 16 72.256 -8.549 0 72.256 -8.549 1.649 65.4629 -7.8687 0
4 16 40.417 -5.016 0 40.417 -5.016 2.873 13.289 -3.54 2.873 26.855 -4.278 0
3 16 40.309 18.977 2.099 39.739 19.442 1.176 39.731 19.417 1.909
3 16 40.34 18.992 1.551 39.739 19.442 1.176 40.309 18.977 2.099
3 16 93.163 -10.023 2.019 91.722 -9.683 2.626 92.821 -10.675 2.346
4 16 65.4629 -7.8687 0 72.256 -8.549 1.649 59.745 -7.296 1.389 59.745 -7.296 0
3 16 92.288 -10.887 2.216 92.821 -10.675 2.346 91.722 -9.683 2.626
3 16 48.704 4.988 0 48.704 4.988 2.878 51.589 3.3552 0
4 16 51.589 3.3552 0 48.704 4.988 2.878 54.464 1.728 2.869 54.464 1.728 0
3 16 54.464 1.728 0 54.464 1.728 2.869 56.4276 -0.3723 0
3 16 39.809 7.489 0 39.809 7.489 2.88 44.2596 6.2376 0
3 16 13.231 9.676 0 13.231 9.676 2.896 26.5568 8.5795 0
4 16 44.2596 6.2376 0 39.809 7.489 2.88 48.704 4.988 2.878 48.704 4.988 0
4 16 58.385 -2.466 0 58.385 -2.466 2.86 59.745 -7.296 2.873 59.745 -7.296 1.389
3 16 0 10.104 0 0 10.104 2.873 6.5891 9.8908 0
3 16 40.309 18.977 2.099 40.436 18.209 1.606 40.34 18.992 1.551
4 16 6.5891 9.8908 0 0 10.104 2.873 13.231 9.676 2.896 13.231 9.676 0
4 16 58.385 -2.466 0 56.4276 -0.3723 0 54.464 1.728 2.869 58.385 -2.466 2.86
4 16 26.5568 8.5795 0 13.231 9.676 2.896 39.809 7.489 2.88 39.809 7.489 0
3 16 27.849 20.603 1.705 30.44 19.981 2.011 29.382 20.426 1.196
3 16 5.495 20.062 1.569 5.486 20.072 1.712 9.564 20.616 1.862
3 16 76.17 7.859 2.096 74.646 7.855 2.559 75.226 6.824 2.034
3 16 20.83 19.644 2.036 20.854 19.634 1.26 20.799 20.474 1.223
3 16 10.446 20.415 1.992 9.564 20.616 1.862 10.766 19.215 2.619
3 16 20.755 20.482 2.178 20.83 19.644 2.036 20.799 20.474 1.223
3 16 76.079 8.274 1.991 74.646 7.855 2.559 76.17 7.859 2.096
